ModulNr.1,ModulNr.2,Modultitel,Studiengang1,Studiengang2,Studiengang3,Studiengang4,Studiengang5,Studiengang6,Studiengang7,Studienart,Hochschule,Sprache,SWS Vorlesung,SWS Ringvorlesung,SWS Übung,SWS Seminar,SWS Übung/Seminar,SWS Tutorium,SWS Praktikum,SWS Exkursion,SWS Projekt,SWS Berufspraktikum,SWS Sprachkurs,SWS eLearning,Summe SWS,Arbeitsaufwand [h] ,Selbststudium [h] ,ECTS,PVL Referat,PVL Labor,PVL Beleg,PVL Teilnahme/Testat,PVL Protokoll,PVL Moderation,PL Klausur,PL mdl Prüfung,PL Referat,PL Präsentation,PL Belegarbeit,PL Seminararbeit,PL Projektarbeit,PL Praktikumsprotokoll,PL Praktikumsbericht,PL Exkursionsbericht,PL Laborarbeit,PL Forschungsplan,PL e-Learning Test,WS,SS,Moduldauer [Semester],Modulverantw,Mail_Kontakt,weitere Dozenten,Bemerkung
UWMRN 2.1.5,,Bevölkerungsgeographie,RN,,,,,,,Master,TUD,Deutsch,3,0,0,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Mattissek,,,
UWMRN 2.1.6,,Siedlungsgeographie,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Mattissek / Kowalke?,,,
UWMRN 2.1.7,,Fernerkundung,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Czaplovics,,,
UWMRN 2.1.8,,Hydrochemie,RN,Hydrowissenschaften (BSc.),,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Worch,,,
UWMRN 2.1.9,,Grundlagen der Meteorologie und Hydrologie,RN,Hydrowissenschaften (BSc.),,,,,,Master,TUD,Deutsch,4,0,0,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bernhofer,christian.bernhofer@tu-dresden.de,Schwarze,
UWMRN 2.1.10,,Grundlagen der Geoinfomatik,RN,Geodäsie und Geoinformation (BSc.),,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bernard,,,
UWMRN 2.2,,Internationale Raumentwicklung und Regionalmanagement,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,0,0,0,1,1,Müller,b.mueller@ioer.de,"Schiappacasse, Egermann, Wirth",
UWMRN 2.3,,Umweltentwicklung,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,0,0,0,1,1,Schanze,,,
UWMRN 2.4,,Integrierte Verkehrsplanung,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,"0,5","0,5",0,0,0,0,0,0,0,0,0,0,0,1,1,Ahrens,,Becker,
UWMRN 2.5,,Landschafts- und Freiraumplanung,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,0,0,1,0,1,C. Schmidt,,Wende,
UWMRN 2.6,,Naturressourcenmanagement aus wirtschafts- und politikwissenschaftlicher Perspektive,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,1,0,1,Weber,,,
UWMRN 2.7,,Ökologischer und revitalisierender Stadtumbau,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Prof. für Ökol.u.Revital.,,,
UWMRN 2.8,,Klimaschutz,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,"0,5",0,0,0,0,"4,5",150,"82,5",5,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,1,0,1,Bernhofer,christian.bernhofer@tu-dresden.de,,
UWMRN 2.9,FOMF 20,Landschaftswasserhaushalt,RN,Forstwissenschaften (Master),Hydrologie (Master),,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,2,0,0,0,0,"5,0",150,75,5,0,0,0,0,0,0,0,"0,5","0,5",0,0,0,0,0,0,0,0,0,0,0,1,1,Feger,"Bernhofer, Julich, Spank",,
UWMRN 2.10,,Geomorphologische Risiken,RN,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,1,0,1,Kleber,,,
UWMRN 2.11,,Bodenschutz,RN,,,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,"1,5",0,0,0,0,"5,5",150,"67,5",5,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,0,1,1,Kalbitz,karsten.kalbitz@tu-dresden.de,,
UWMRN 2.12,,"Umweltbelastungen: Prophylaxe, Sanierung und Bewertung",RN,,,,,,,Master,TUD,Deutsch,4,0,0,0,0,0,0,"0,5",0,0,0,0,"4,5",150,"82,5",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Fischer,axel_rene.fischer@tu-dresden.de,"Wünsch, Brackhage",
UWMRN 2.13,,Biodiversität und Naturschutz,RN,,,,,,,Master,TUD,Deutsch,3,0,1,1,0,0,0,1,0,0,0,0,"6,0",150,60,5,0,0,0,0,0,0,0,"0,7","0,3",0,0,0,0,0,0,0,0,0,0,0,1,1,v.Oheimb,,Dittrich,
UWMRN 2.14,,Vertiefende Berufspraxis,RN,,,,,,,Master,TUD,Deutsch,0,0,0,0,0,0,0,0,0,0,0,0,"0,0",150,150,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,Studiengangskoord.,,Brackhage,
Geo-MA-K1,,Integrative geographische Konzepte,Geographie,,,,,,,Master,TUD,Deutsch,0,2,0,2,0,0,0,0,0,0,0,0,"4,0",270,210,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,Mattissek,annika.mattissek@tu-dresden.de,0,"gelb: 1 Tag  ~ 0,5 SWS"
Geo-MA-K2,,Umweltrisiken,Geographie,,,,,,,Master,TUD,Deutsch,3,0,0,2,0,0,0,0,0,0,0,0,"5,0",240,165,8,0,0,0,0,0,0,"0,5",0,0,0,0,0,"0,5",0,0,0,0,0,0,1,0,,Kleber,arno.kleber@tu-dresden.de,0,
Geo-MA-K3,,Wirtschaftlicher Strukturwandel,Geographie,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",240,180,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,Mattissek,annika.mattissek@tu-dresden.de,0,*Kowalke ist schon in Pension
Geo-MA-K4,,Geodateninfrastrukturen,Geographie,,,,,,,Master,TUD,Deutsch,2,0,1,0,0,0,0,0,0,0,0,0,"3,0",150,105,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Bernard,Lars.Bernard@tu-dresden.de  ,0,
Geo-MA-K5,,Geographische Fernerkundung,Geographie,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,Csaplovics,csaplovi@rcs.urz.tu-dresden.de,0,
Geo-MA-K6,,Wandel in geographischen Räumen,Geographie,,,,,,,Master,TUD,Deutsch,2,0,0,4,0,0,0,0,0,0,0,0,"6,0",360,270,12,0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,0,0,1,1,,*Prof. Geoökologie,Daniela.Sauer@mailbox.tu-dresden.de,0,*Umbenennung
Geo-MA-FLP,,Forschungs- und Lehrpraktikum,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,0,0,0,20,0,0,0,0,0,"20,0",300,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,Studiendekan Geog,arno.kleber@tu-dresden.de,0,
Geo-MA-GP,,Geländepraktikum,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,2,0,0,"2,5",0,0,0,0,0,"4,5",300,"232,5",10,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,0,1,,*Studiendekan Geog,arno.kleber@tu-dresden.de,0,*Kowalke ist schon in Pension
Geo-MA-S1,,Sozialer und demographischer Wandel,Geographie,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",240,180,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,Mattissek,annika.mattissek@tu-dresden.de,0,
Geo-MA-S2,,Forschungs- und Kommunikationsmethoden,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,6,0,0,0,0,0,0,0,0,"6,0",330,240,11,1,0,0,0,0,0,0,"0,33",0,0,0,0,"0,67",0,0,0,0,0,0,1,1,,Weitkamp,landmanagement@mailbox.tu-dresden.de,0,*Wiechmann in Pension
Geo-MA-S3,,Landschaftsplanung im Kontext zur Raum- und Fachplanung,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,4,0,0,0,0,0,0,0,0,"4,0",330,270,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Schmidt,Catrin.Schmidt@tu-dresden.de,0,
Geo-MA-S4,,Stadt- und Regionalmanagement,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,2,0,0,0,0,3,0,0,0,"5,0",270,195,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,Weitkamp,landmanagement@mailbox.tu-dresden.de,0,*Wiechmann in Pension
Geo-MA-U1,,Dynamik des Wasserhaushalts,Geographie,,,,,,,Master,TUD,Deutsch,3,0,0,2,0,0,0,0,0,0,0,0,"5,0",240,165,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Faust,dominik.faust@tu-dresden.de,0,
Geo-MA-U2,,Climate Change,Geographie,,,,,,,Master,TUD,Deutsch/Englisch,2,0,1,0,0,0,1,0,0,0,0,0,"4,0",240,180,8,0,0,0,0,0,0,"0,3",0,0,0,0,"0,7",0,0,0,0,0,0,0,0,1,,Bernhofer,christian.bernhofer@tu-dresden.de,0,
Geo-MA-U3,,Feld- und Labormethoden,Geographie,,,,,,,Master,TUD,Deutsch,0,0,0,2,0,0,2,0,0,0,0,0,"4,0",330,270,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,Faust,dominik.faust@tu-dresden.de,0,
Geo-MA-U4,,Landschaftswandel,Geographie,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,"4,0",270,210,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,*Prof. Geoökologie,Daniela.Sauer@mailbox.tu-dresden.de,0,*Umbenennung
FOMT 1.1,,Klima und Ökologie der Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,"2,5",0,1,2,0,0,0,0,0,0,0,0,"5,5",210,"127,5",7,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,0,0,0,0,1,0,,Roth,mroth@forst.tu-dresden.de,,"gelb: 1 Tag  ~ 0,5 SWS"
FOMT 1.2,,Waldbezogene Entwicklungspolitik und Waldkultur,Tropical Forestry,,,,,,,Master,TUD,Englisch,"3,5",0,"1,5",2,0,0,0,0,0,0,0,0,"7,0",270,165,9,0,0,0,0,0,0,0,"0,67",0,0,0,"0,33",0,0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 1.3,,Urbanes Baummanagement in den Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,"1,5",2,0,0,0,0,0,0,0,0,"6,5",240,"142,5",8,0,0,0,0,0,0,"0,67",0,0,0,0,"0,33",0,0,0,0,0,0,0,1,0,,Roloff,roloff@forst.tu-dresden.de,,
FOMT 1.4A,,Waldnutzung und Produktketten,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,1,2,0,0,0,0,0,0,0,0,"6,0",210,120,7,0,0,0,0,0,0,"0,33","0,67",0,0,0,0,0,0,0,0,0,0,0,1,0,,Erler,erler@forst.tu-dresden.de,,
FOMT 1.4B,,Erfassung und Bewertung von Waldressourcen,Tropical Forestry,,,,,,,Master,TUD,Englisch,"2,5",0,3,0,0,0,0,0,0,0,0,0,"5,5",210,"127,5",7,0,0,0,0,0,0,"0,33",0,0,0,"0,67",0,0,0,0,0,0,0,0,1,0,,Röhle,heinz.roehle@tu-dresden.de,,
FOMT 1.5,,Ökonomie und Management von Waldressourcen,Tropical Forestry,,,,,,,Master,TUD,Englisch,2,0,2,"1,5",0,0,0,0,0,0,0,0,"5,5",210,"127,5",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Deegen,deegen@forst.tu-dresden.de,,
FOMT 1.6,,Organisation und Betriebssysteme,Tropical Forestry,,,,,,,Master,TUD,Englisch,2,0,"0,5",2,0,0,0,"1,5",0,0,0,0,"6,0",240,150,8,0,0,0,0,0,0,0,"0,67",0,0,0,"0,33",0,0,0,0,0,0,0,0,1,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 1.7,,Management von Vegetation und Boden in Wassereinzugsgebieten,Tropical Forestry,,,,,,,Master,TUD,Englisch,2,0,0,2,0,0,0,"0,5","1,5",0,0,0,"6,0",210,120,7,0,0,0,0,0,0,0,0,0,0,0,"0,67","0,33",0,0,0,0,0,0,0,1,,Feger,fegerkh@forst.tu-dresden.de,,
FOMT 1.8A,,Waldbau und Schutz der Biodiversität im Naturwald der Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,"1,5",2,0,0,0,0,0,0,0,0,"6,5",210,"112,5",7,0,0,0,0,0,0,0,"0,67",0,0,0,"0,33",0,0,0,0,0,0,0,0,1,,Wagner,wagner@forst.tu-dresden.de,,
FOMT 1.8B,,Waldbau in Forstplantagen und Agroforstwirtschaft in den Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,"1,5",2,0,0,0,0,0,0,0,0,"6,5",210,"112,5",7,0,0,0,0,0,0,0,"0,67",0,0,0,"0,33",0,0,0,0,0,0,0,0,1,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 2.1,,Entwurf und Planung der Forschung,Tropical Forestry,,,,,,,Master,TUD,Englisch,4,0,0,3,0,1,0,0,0,0,0,0,"8,0",300,180,10,0,0,0,0,0,0,0,0,0,0,"0,33",0,0,0,0,0,0,"0,67",0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 2.2,,Planung auf Projekt und Landschaftsebene,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,0,2,0,0,0,0,"1,5",0,0,0,"6,5",240,"142,5",8,0,0,0,0,0,0,"0,67",0,0,0,0,0,"0,33",0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 2.3A,,Modellierung,Tropical Forestry,,,,,,,Master,TUD,Englisch,1,0,"1,5",0,0,0,0,0,0,0,0,1,"3,5",150,"97,5",5,0,0,0,0,0,0,0,0,"0,75",0,"0,25",0,0,0,0,0,0,0,0,1,0,,Berger,uta.berger@tu-dresden.de,,
FOMT 2.3B,,Kommunikation und Konfliktmanagement,Tropical Forestry,,,,,,,Master,TUD,Englisch,2,0,0,1,0,0,0,0,1,0,0,0,"4,0",150,90,5,0,0,0,0,0,0,"0,67",0,0,0,0,0,"0,33",0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMT 2.4A,,Managementsysteme und Renaturierung im Naturwald der Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,"0,5",2,0,0,0,"0,5",0,0,0,0,"6,0",210,120,7,0,0,0,0,0,0,"0,67",0,0,0,0,"0,33",0,0,0,0,0,0,0,1,0,,Wagner,wagner@forst.tu-dresden.de,,
FOMT 2.4B,,Managementsysteme forstlicher Plantagen und Rehabilitation der Landschaft in den Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,3,0,"0,5",2,0,0,0,"0,5",0,0,0,0,"6,0",210,120,7,0,0,0,0,0,0,"0,67",0,0,0,0,"0,33",0,0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMS 1.1,,Vorbereitung der Feldarbeit in den Tropen,Tropical Forestry,,,,,,,Master,TUD,Englisch,0,0,0,0,0,0,0,0,0,0,0,6,"6,0",240,150,8,0,0,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMS 1.2,,Sommerschule,Tropical Forestry,,,,,,,Master,TUD,Englisch,0,0,0,0,0,0,0,1,5,0,0,0,"6,0",210,120,7,0,0,0,0,0,0,0,0,"0,2",0,"0,3",0,"0,5",0,0,0,0,0,0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMS 1.3,,Klimawandel und tropische Forstwirtschaft,Tropical Forestry,,,,,,,Master,TUD,Englisch,0,0,0,0,0,0,0,0,0,0,0,5,"5,0",210,135,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMS 2.1,,Forschungsplanung,Tropical Forestry,,,,,,,Master,TUD,Englisch,0,0,0,4,0,0,0,0,0,0,0,4,"8,0",300,180,10,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,"0,2",0,0,0,"0,6",0,1,0,,Pretzsch,pretzsch@forst.tu-dresden.de,,
FOMF 1,,"Zielorientiertes Inventurdesign auf Basis von innovativen Verfahren der Biometrie, Photogrammetrie und Geoinformatik",FoWi,,,,,,,Master,TUD,Deutsch,4,0,4,0,0,0,0,0,0,0,0,0,8,300,180,10,,,,,,,,,,,,,,,,,,,,,,,Berger,uta.berger@tu-dresden.de,"Bernard, Bitter, Maas ",
FOMF 2,,Betriebsplanung und Betriebsführung im Zuge einer funktionsorientierten Waldbewirtschaftung,FoWi,,,,,,,Master,TUD,Deutsch,4,0,0,0,0,0,2,2,0,0,0,0,8,300,180,10,,,,,,,,,,,,,,,,,,,,,,,Wagner ,wagner@forst.tu-dresden.de,Bitter ,
FOMF 3,,Ökonomik der Waldressourcen,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,1,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Deegen ,deegen@forst.tu-dresden.de,"Hostettler, Scheliha ",
FOMF 4,,Einführung in die Modellierung und Anwendung eines forstlichen Simulationsprogrammes,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Röhle ,heinz.roehle@tu-dresden.de,Berger ,
FOMF 5,,Internationale Prozesse zum Schutz und zur nachhaltigen Bewirtschaftung von Wäldern,FoWi,,,,,,,Master,TUD,Deutsch,3,0,0,1,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Weber ,nweber@forst.tu-dresden.de,"Pretzsch, Schmidt, Bemmann ",
FOMF 6,,Projektmanagement und Bewertung,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,0,0,0,1,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Bitter ,abitter@rcs.urz.tu-dresden.de,Deegen  ,
FOMF 7,,Präzise Forstwirtschaft,FoWi,,,,,,,Master,TUD,Deutsch,1,0,0,1,0,0,2,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Erler ,erler@forst.tu-dresden.de,Bitter ,
FOMF 8,,"Governance in der Forstwirtschaft: Staat, Markt und Netzwerke",FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Weber ,nweber@forst.tu-dresden.de,Deegen ,
FOMF 9,,Operatives und strategisches Controlling im Forstbetrieb,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,0,0,0,1,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Bitter ,abitter@rcs.urz.tu-dresden.de,Deegen ,
FOMF 10,LM355,"Anwendungsorientierte Aspekte der Holzkunde, Holzverwertung und Holzverwendung",FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,0,0,0,2,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Bues ,bues@forst.tu-dresden.de ,Fischer ,
FOMF 11,,Marketing der Forst- und Holzindustrie,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,3,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Weber ,nweber@forst.tu-dresden.de,Deegen ,
FOMF 12,FOMH12,C-Sequestration im Forst-Holz-Cluster,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Bemmann ,albrecht.bemmann@forst.tu-dresden.de,"Bitter, Bues, Große, Pretzsch, Röhle, Weber",
FOMF 13,,Waldschutzforschung und Risikomanagementstrategien zu potentiellen Schadfaktoren in Wäldern,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,3,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Müller ,mmueller@forst.tu-dresden.de,0,
FOMF 14,,Lebensraumgestaltung in Waldbeständen,FoWi,,,,,,,Master,TUD,Deutsch,3,0,2,0,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,"Wagner, Roth ",wagner@forst.tu-dresden.de,0,
FOMF 15,,"Seltene Gehölze – Biologie, Schutz und Management",FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Roloff  ,roloff@forst.tu-dresden.de,"Schmidt, Wagner",
FOMF 16,,Management und Monitoring in Schutzgebieten,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,v_Oheimb,Goddert_v_Oheimb@tu-dresden.de,0,
FOMF 17,,Systemanalyse und ökologische Modellierung,FoWi,,,,,,,Master,TUD,Deutsch,1,0,3,0,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Berger ,uta.berger@tu-dresden.de,Dudel ,
FOMF 18,,Genetik,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,1,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Herzog ,herzog@forst.tu-dresden.de,Krabel ,
FOMF 19,,Bodenschutz,FoWi,,,,,,,Master,TUD,Deutsch,2,0,1,1,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Kalbitz,karsten.kalbitz@tu-dresden.de,0,
FOMF 20,,Landschaftswasserhaushalt,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,Bernhofer,
FOMF 21,,Spezielle Umweltchemie,FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,0,0,0,2,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Fischer,sfischer@forst.tu-dresden.de,0,
FOMF 22,,Klimaschutz,FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,"0,5",0,0,0,0,5,150,"82,5",5,,,,,,,,,,,,,,,,,,,,,,,Bernhofer,christian.bernhofer@tu-dresden.de,"Köstner, Queck",
FOMF 23,,Stoffhaushalt terrestrischer Biogeosysteme,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,Makeschin,
FOMF 24,,Forschungspraktikum „Forstliche Umweltsysteme im Wandel“,FoWi,,,,,,,Master,TUD,Deutsch,0,0,0,1,0,0,3,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,0,
FOMF 25,,Kommunikation,FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Pretzsch,pretzsch@forst.tu-dresden.de,"Erler, Müller, Weber",
FOMF 26,,Bäume in der Stadt – Spezifika und Management,FoWi,,,,,,,Master,TUD,Deutsch,1,0,1,1,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Roloff,roloff@forst.tu-dresden.de,"Bues, Pretzsch, Schmidt",
FOMF 27,,Lebensraumnutzung von Wildtieren,FoWi,,,,,,,Master,TUD,Deutsch,1,0,3,0,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Roth,mroth@forst.tu-dresden.de,Berger,
FOMF 28,UWMRN 2.12,"Umweltbelastungen: Prophylaxe, Sanierung, Bewertung",FoWi,,,,,,,Master,TUD,Deutsch,"1,5",0,0,0,0,0,"3,5",0,0,0,0,0,5,150,75,5,,,,,,,,,,,,,,,,,,,,,,,Feger,fegerkh@forst.tu-dresden.de,Werner,
FOMF 29,,Bioindikation mit Niederen Pflanzen – Methoden und Anwendung,FoWi,,,,,,,Master,TUD,Deutsch,1,0,2,0,0,0,0,1,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Roloff,roloff@forst.tu-dresden.de,"Stetzka, Müller, Dudel",
FOMF 30,,Klimaänderungen,FoWi,,,,,,,Master,TUD,Deutsch,2,0,2,0,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Bernhofer,christian.bernhofer@tu-dresden.de,0,
FOMF 31,UWMRN 2.6,Naturressourcenmanagement aus wirtschafts- und politikwissenschaftlicher Perspektive,FoWi,,,,,,,Master,TUD,Deutsch,2,0,0,2,0,0,0,0,0,0,0,0,4,150,90,5,,,,,,,,,,,,,,,,,,,,,,,Weber,nweber@forst.tu-dresden.de,"Deegen, Bitter",
